"category","text"
"POLITICS","Mitch McConnell Voted To Confirm A Supreme Court Justice In Reagan's Final Year  |||  So did every single Republican senator."
"POLITICS","Governors To Trump Administration: Stay Away From Our Marijuana Laws  |||  ""We ask the Trump Administration to engage with us before embarking on any changes to regulatory and enforcement systems."""
"POLITICS","Trump Coronavirus Update: The Latest On The President's Health And The GOP COVID-19 Outbreak  |||  HuffPost reporters are tracking Trump's progress and the outbreaks stemming from events at which he appeared in the last week."
"POLITICS","Why ‘Cloud Seeding' Is Increasingly Attractive To The Thirsty West  |||  Eight states have active cloud seeding programs, and many districts in arid areas view the technology as an important tool."
"POLITICS","John Kasich Implies He May Not Back Donald Trump If Mogul Wins GOP Nomination  |||  “We're going to look at it every single day."""
"POLITICS","D.C. Metro To Shut Down Wednesday For Safety Checks  |||  The shutdown was prompted by a cable fire early on Monday, officials said."
"POLITICS","Here's How To Get Republicans To Change Their Minds On The Minimum Wage  |||  Their views vary depending on what their favorite candidate says."
"POLITICS","Wednesday's Morning Email: Senate Republicans Just Threw An Obamacare Bombshell Into The Tax Debate  |||  Here's what it means for the legislation going forward."
"POLITICS","A Centrist In A Centrifuge: Reflections From The Land Of Abraham Lincoln  |||  We have normalized simply blaming those with whom we disagree for all failures in our society."
"POLITICS","Electing Donald Trump Would Be Like Handing Paul Ryan A Blank Check  |||  They share a vision on taxes, Obamacare and climate change."
"POLITICS","HUFFPOST HILL - First They Came For Immigrants, And I Said Nothing, Because I Wanted An Exclusive With Reince  |||  Today we read a chyron that described Steve Bannon as the “ultimate outsider,” which makes Trump's putative top strategist"
"POLITICS","Barack Obama: Look To A Veteran 'Whenever The World Makes You Cynical'  |||  ""We can respect one another. We can always get each others' backs. That is what Veterans Day asks all of us to think about,” the president said."
"POLITICS","Donald Trump Can't Stop Tweeting Mean Things About People  |||  Fresh off his latest ""pivot,"" Trump's back at it again."
"POLITICS","Donald Trump's Supreme Court Pick Came Of Age In A Very Different Republican Party  |||  It's easy to imagine an alternate universe where Neil Gorsuch became a Never Trumper."
"POLITICS","Vermont Makes History By Legalizing Marijuana, But Its Law Comes With A Catch  |||  Vermont became the ninth state to legalize weed and the first to do it through legislation. But don't expect recreational cannabis sales any time soon."
"POLITICS","Alabama Congressman: Democrats' ‘War On Whites' Behind Jeff Sessions Criticism  |||  Rep. Mo Brooks defended the U.S. attorney general nominee from charges of racism, claiming Democrats are the ones with the race problem."
"POLITICS","Loretta Lynch: Spike In Anti-Muslim Hate Crimes Is A 'Stain On Our Nation's Very Soul'  |||  ""When one of us is threatened, we all have to speak out.”"
"POLITICS","Only One Thing Stopped Donald Trump's Week From Being A Complete Disaster  |||  ""He had one good day because he didn't vomit all over himself and gave a decent speech."""
"POLITICS","Senate Republicans Shun Don Blankenship On Day Of West Virginia Primary  |||  “I just don't see a scenario where that's a positive projection"" of the GOP brand, Sen. Thom Tillis (R-N.C.) said."
"POLITICS","Trump's Pick To Lead FBI Is Low-Key, But 'Cut From The Same Cloth' As James Comey  |||  Comey, the FBI director who was fired last month, was once close with Christopher Wray, the man nominated to replace him."
"POLITICS","Surgeon General Portends Return Of Mask Mandates Amid COVID-19 Surges  |||  “It's very reasonable for counties to take more mitigation measures like the mask rules you see coming out in LA,"" Dr. Vivek Murthy said."
"POLITICS","GOP Race Heads To South Carolina, Known For Dirty Tricks And Brawls  |||  BLUFFTON, S.C. — One of the first signs that the presidential campaign had arrived in the wild and woolly political state"
"POLITICS","Donald Trump To Do First Post-Debate Interview With A Man Accused Of Sexual Harassment  |||  Bill O'Reilly."
"POLITICS","Baltimore Cop's Defense: It Wasn't Safe To Buckle Freddie Gray's Seatbelt  |||  Although a department rule mandated buckling up suspects, an attorney for a cop indicted in Gray's death said there's ""always discretion for officer safety."""
"POLITICS","Brexit Crisis Tops Off Rough Stretch In Obama's Push For Legacy  |||  The financial uncertainty from Brexit threatens to weigh on the strong U.S. economy and undo some of the recovery seen since Obama took office."
"POLITICS","The GOP's 24-Hour Meltdown  |||  Donald Trump on Tuesday night assumed the mantle of presumptive nominee and declared: ""We want to bring unity to the Republican"
"POLITICS","Why The Senate's All-Male Health Care Group Is A Big Problem For Americans  |||  Women make 80 percent of all health care decisions in the U.S."
"POLITICS","Picking Middle-Class Pockets To Deliver For Donors  |||  The clear winners in the GOP tax plan are the already wealthy and powerful."
"POLITICS","Kansas House Republican Arrested Over Alleged Attack On Student  |||  The alleged incident occurred while Rep. Mark Samsel was substitute teaching at a public school in his hometown of Wellsville."
"POLITICS","'Love Me, I'm A Liberal:' Hillary Clinton's Recently-Released Memoir Of The 2016 Election Is A Disingenuous And Self-Pitying Rewrite Of History  |||  Clinton's thesis, reduced to its barest essence, seems to be that mistakes were made -- by everyone but candidate Clinton."
"POLITICS","HUFFPOLLSTER: Donald Trump's Newest Scandal Could Be What Takes Him Down  |||  The GOP nominee has recovered from past issues, but voting has started this time."
"POLITICS","Women Leaders Turning Passion Into Action  |||  Go forth and speak out about your work here today - you never know whose dream you may be carrying. Let's make sure that this union, this movement, and the leaders we elect are truly representative of our people. And we will carry their dreams together."
"POLITICS","How New York Could Build Publicly Owned Electricity Without Taking Over Dirty Plants  |||  A candidate for New York City comptroller has a novel idea for a municipally owned solar utility in a city with little space for giant panel farms."
"POLITICS","Trump Campaign Manager: 'Nothing To Learn' From His Tax Returns  |||  So why not release them?"
"POLITICS","Trump Tried To Save Carrier Workers. Now More Factory Closure Victims Want His Attention.  |||  Casket factories are closing in two states, and the people affected hope Trump can revive their jobs."
"POLITICS","32 Million More Would Be Uninsured Under The Latest Senate Health Care Bill  |||  And insurance premiums would double over the next decade."
"POLITICS","GOP Tax Scheme Robs Californians  |||  The good news is that Republicans have stopped trying to use horrible health care legislation to hide their corporate tax"
"POLITICS","Fox News Host Argues Against Border Wall Using Racial Stereotypes  |||  Geraldo Rivera said the wall would “keep out gardeners, baby sitters, pizza delivery boys, dishwashers and fruit pickers.”"
"POLITICS","House Intelligence Committee Releases Redacted Version Of Schiff Memo  |||  The document, which rebuts Republican efforts to undermine the Mueller investigation, serves as a response to the Nunes memo."
"POLITICS","Trump Terrible 10 -- Statue Of Liberty Law Of The Land Edition  |||  Counting down the week's 10 most disgraceful figures in the Trump administration."
"POLITICS","FBI Chief Disputes White House Claims On When It Heard Of Rob Porter Allegations  |||  Christopher Wray said the FBI turned in a partial report about the domestic abuse accusations nearly a year ago."
"POLITICS","Paul Ryan To Speak With Donald Trump  |||  Ryan has maintained he is not ready to endorse Trump."
"POLITICS","Lindsey Graham: Trump Should Apologize For Wiretap Claim Or His Credibility Will 'Suffer'  |||  The GOP senator said that Trump's unsubstantiated claim ""hurts our democracy."""
"POLITICS","VA Secretary's European Trip Was An Ethics Mess Funded By Taxpayers  |||  David J. Shulkin took his wife on the 10-day trip, copped free Wimbledon tickets and used an aide as ""a personal travel concierge,"" an inspector general found."
"POLITICS","In Politics, 2016 Was The Year of the Bro  |||  The ‘Bernie Bro' phenomenon, one of many regrettable footnotes of the 2016 presidential election, birthed an opposition movement"
"POLITICS","Rep. John Lewis: I Oppose Health Care Replacement With 'Every Bone In My Body'  |||  ""I will fight any deal that turns the clock back to a darker time."""
"POLITICS","Bernie Sanders Wins West Virginia's Democratic Primary  |||  It's a small victory for Bernie's delegate count."
"POLITICS","It's Unclear What Trump's Tax Plan Would Do – Other Than Put Hundreds Of Millions In His Pocket  |||  The White House legislative director said Trump will reveal his tax returns after an IRS audit is finished."
"POLITICS","Fox News' Juan Williams: GOP's Loyalty To Trump Defies Political Reality  |||  A dissenting voice of the right-wing network warned Republicans of their ""losing bet"" on the disgraced former president."
"POLITICS","Trump Honors Navy SEAL's Widow Amid Controversy Over His Death  |||  Ryan Owens' father has demanded an investigation of the fatal Yemen raid."
"POLITICS","The Democratic Nomination Has Become A Battle Of Race, Gender And Bruised Egos  |||  It's not dark yet, but it's getting there."
"POLITICS","HuffPost Headline Quiz: June 16 To June 22  |||  Ready for a challenge?"
"POLITICS","Pompeo Says 'Significant Progress' Made On North Korea Denuclearization Trip  |||  He's working to set up a second summit between President Donald Trump and North Korean leader Kim Jong Un."
"POLITICS","Radio Ad Attacks Paralyzed Wisconsin Candidate For Not 'Standing Up' To Scott Walker  |||  He literally can't stand up."
"POLITICS","Lindsey Graham Slams Trump Aide, Says White House Staff Making Negotiations ‘Difficult'  |||  ""As long as Stephen Miller is in charge of negotiating immigration, we're going nowhere."""
"POLITICS","House Republicans Vote To Overturn Rule Protecting Waterways From Mining  |||  President Trump has promised to revive the coal industry, but it may not be so simple."
